Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Band Material (product.metafields.custom.band_material),Case Color (product.metafields.custom.case_color),Department (product.metafields.custom.department),Dial Color (product.metafields.custom.dial_color),Display (product.metafields.custom.display),Frame Color (product.metafields.custom.frame_color),Increased Price (product.metafields.custom.increased_price),Lug Width (product.metafields.custom.lug_width),Product Source URL (product.metafields.custom.product_source_url),Water Resistance (product.metafields.custom.water_resistance),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Band color (product.metafields.shopify.band-color),Barware material (product.metafields.shopify.barware-material),Case color (product.metafields.shopify.case-color),Clothing accessory material (product.metafields.shopify.clothing-accessory-material),Color (product.metafields.shopify.color-pattern),Connectivity technology (product.metafields.shopify.connectivity-technology),Dial color (product.metafields.shopify.dial-color),Dispenser type (product.metafields.shopify.dispenser-type),Eyewear frame design (product.metafields.shopify.eyewear-frame-design),Eyewear frame material (product.metafields.shopify.eyewear-frame-material),Eyewear lens material (product.metafields.shopify.eyewear-lens-material),Fabric (product.metafields.shopify.fabric),Hardware material (product.metafields.shopify.hardware-material),Knife type (product.metafields.shopify.knife-type),Lens polarization (product.metafields.shopify.lens-polarization),Lens type (product.metafields.shopify.lens-type),Lock type (product.metafields.shopify.lock-type),Material (product.metafields.shopify.material),Occasion (product.metafields.shopify.occasion),Optical frame design (product.metafields.shopify.optical-frame-design),Season (product.metafields.shopify.season),Target gender (product.metafields.shopify.target-gender),Wallet features (product.metafields.shopify.wallet-features),Watch accessory style (product.metafields.shopify.watch-accessory-style),Watch display (product.metafields.shopify.watch-display),Watch features (product.metafields.shopify.watch-features),Watch material (product.metafields.shopify.watch-material),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
museum-bangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outputs\movado\listing\20260421_164623\images\museum-bangle-0608072-html\processed\0608072_11.webp,11,Museum Bangle_11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
museum-bangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outputs\movado\listing\20260421_164623\images\museum-bangle-0608072-html\processed\0608072_12.webp,12,Museum Bangle_12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
museum-bangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outputs\movado\listing\20260421_164623\images\museum-bangle-0608072-html\processed\0608072_13.webp,13,Museum Bangle_13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
museum-bangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outputs\movado\listing\20260421_164623\images\museum-bangle-0608072-html\processed\0608072_14.webp,14,Museum Bangle_14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
museum-bangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outputs\movado\listing\20260421_164623\images\museum-bangle-0608072-html\processed\0608072_15.webp,15,Museum Bangle_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bold-evolution-2-0-mini,BOLD Evolution 2.0 Mini,"New<br><br><table style=""width:100%; border-collapse:collapse;""><tr><td style=""font-weight:bold; border:1px solid #ddd; padding:8px;"">Brand</td><td style=""border:1px solid #ddd; padding:8px;"">Movado</td></tr><tr><td style=""font-weight:bold; border:1px solid #ddd; padding:8px;"">Dial</td><td style=""border:1px solid #ddd; padding:8px;"">white Museum with flat dot</td></tr><tr><td style=""font-weight:bold; border:1px solid #ddd; padding:8px;"">Case Depth</td><td style=""border:1px solid #ddd; padding:8px;"">6.35</td></tr><tr><td style=""font-weight:bold; border:1px solid #ddd; padding:8px;"">Case Material</td><td style=""border:1px solid #ddd; padding:8px;"">light yellow gold ionic plated stainless steel</td></tr><tr><td style=""font-weight:bold; border:1px solid #ddd; padding:8px;"">Crystal</td><td style=""border:1px solid #ddd; padding:8px;"">K1</td></tr><tr><td style=""font-weight:bold; border:1px solid #ddd; padding:8px;"">Water Resistance</td><td style=""border:1px solid #ddd; padding:8px;"">3 ATM</td></tr><tr><td style=""font-weight:bold; border:1px solid #ddd; padding:8px;"">Movement</td><td style=""border:1px solid #ddd; padding:8px;"">Swiss quartz movement</td></tr><tr><td style=""font-weight:bold; border:1px solid #ddd; padding:8px;"">Watch Shape</td><td style=""border:1px solid #ddd; padding:8px;"">Square</td></tr><tr><td style=""font-weight:bold; border:1px solid #ddd; padding:8px;"">Strap</td><td style=""border:1px solid #ddd; padding:8px;"">link bracelet</td></tr><tr><td style=""font-weight:bold; border:1px solid #ddd; padding:8px;"">Bracelet Type</td><td style=""border:1px solid #ddd; padding:8px;"">link bracelet light yellow gold ionic plated stainless steel</td></tr><tr><td style=""font-weight:bold; border:1px solid #ddd; padding:8px;"">Clasp Type</td><td style=""border:1px solid #ddd; padding:8px;"">pull butterfly buckle</td></tr></table><br><br>
<div><strong>Easy Returns</strong></div>
<p>This item can be returned within 7 days.&nbsp;<a href=""https://theluxurydirect.com/pages/return-refund-policy"" rel=""noopener"" target=""_blank"">View our return policy</a><br><br></p>
<div><strong>USA Shipping</strong></div>
<p>All of our items ship from the United States.&nbsp;<a href=""https://theluxurydirect.com/pages/shipping-policy"" rel=""noopener"" target=""_blank"">Learn more</a></p>
<div><br></div>
<div><br></div>
",Movado,Apparel & Accessories > Jewelry > Watches,Watches,"Wristwatches, Watches, Jewelry & Watches, SwiftCommerce_Movado",FALSE,Title,Default Title,,,,,,,,3601328,90,shopify,deny,manual,895.00,,TRUE,TRUE,,,,,,outputs\movado\listing\20260421_164623\images\bold-evolution-2-0-mini-3601328-html\processed\3601328_1.webp,1,BOLD Evolution 2.0 Mini_1,FALSE,,,link bracelet,light yellow gold ionic plated stainless steel,Unisex,,,,,,https://www.movado.com/us/en/shop-watches/bold-evolution-2.0-mini-3601328.html,3 ATM,,,adults,,,,,,,,,,,,,,,,,,,,,,unisex,,,,,,,,,,,g,,,draft
bold-evolution-2-0-mini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outputs\movado\listing\20260421_164623\images\bold-evolution-2-0-mini-3601328-html\processed\3601328_2.webp,2,BOLD Evolution 2.0 Mini_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bold-evolution-2-0-mini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outputs\movado\listing\20260421_164623\images\bold-evolution-2-0-mini-3601328-html\processed\3601328_3.webp,3,BOLD Evolution 2.0 Mini_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bold-evolution-2-0-mini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outputs\movado\listing\20260421_164623\images\bold-evolution-2-0-mini-3601328-html\processed\3601328_4.webp,4,BOLD Evolution 2.0 Mini_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bold-evolution-2-0-mini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outputs\movado\listing\20260421_164623\images\bold-evolution-2-0-mini-3601328-html\processed\3601328_5.webp,5,BOLD Evolution 2.0 Mini_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bold-evolution-2-0-mini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outputs\movado\listing\20260421_164623\images\bold-evolution-2-0-mini-3601328-html\processed\3601328_6.webp,6,BOLD Evolution 2.0 Mini_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bold-evolution-2-0-mini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outputs\movado\listing\20260421_164623\images\bold-evolution-2-0-mini-3601328-html\processed\3601328_7.webp,7,BOLD Evolution 2.0 Mini_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bold-evolution-2-0-mini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outputs\movado\listing\20260421_164623\images\bold-evolution-2-0-mini-3601328-html\processed\3601328_8.webp,8,BOLD Evolution 2.0 Mini_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bold-evolution-2-0-mini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outputs\movado\listing\20260421_164623\images\bold-evolution-2-0-mini-3601328-html\processed\3601328_9.webp,9,BOLD Evolution 2.0 Mini_9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bold-evolution-2-0-mini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outputs\movado\listing\20260421_164623\images\bold-evolution-2-0-mini-3601328-html\processed\3601328_10.webp,10,BOLD Evolution 2.0 Mini_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bold-evolution-2-0-mini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outputs\movado\listing\20260421_164623\images\bold-evolution-2-0-mini-3601328-html\processed\3601328_11.webp,11,BOLD Evolution 2.0 Mini_11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bold-evolution-2-0-mini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outputs\movado\listing\20260421_164623\images\bold-evolution-2-0-mini-3601328-html\processed\3601328_12.webp,12,BOLD Evolution 2.0 Mini_12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bold-evolution-2-0-mini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outputs\movado\listing\20260421_164623\images\bold-evolution-2-0-mini-3601328-html\processed\3601328_13.webp,13,BOLD Evolution 2.0 Mini_13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bold-evolution-2-0-mini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outputs\movado\listing\20260421_164623\images\bold-evolution-2-0-mini-3601328-html\processed\3601328_14.webp,14,BOLD Evolution 2.0 Mini_14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bold-evolution-2-0-mini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outputs\movado\listing\20260421_164623\images\bold-evolution-2-0-mini-3601328-html\processed\3601328_15.webp,15,BOLD Evolution 2.0 Mini_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bold-verso-s,BOLD Verso S,"New<br><br><table style=""width:100%; border-collapse:collapse;""><tr><td style=""font-weight:bold; border:1px solid #ddd; padding:8px;"">Brand</td><td style=""border:1px solid #ddd; padding:8px;"">Movado</td></tr></table><br><br>
<div><strong>Easy Returns</strong></div>
<p>This item can be returned within 7 days.&nbsp;<a href=""https://theluxurydirect.com/pages/return-refund-policy"" rel=""noopener"" target=""_blank"">View our return policy</a><br><br></p>
<div><strong>USA Shipping</strong></div>
<p>All of our items ship from the United States.&nbsp;<a href=""https://theluxurydirect.com/pages/shipping-policy"" rel=""noopener"" target=""_blank"">Learn more</a></p>
<div><br></div>
<div><br></div>
",Movado,Apparel & Accessories > Jewelry > Watches,Watches,"Wristwatches, Watches, Jewelry & Watches, SwiftCommerce_Movado",FALSE,Title,Default Title,,,,,,,,3601392,90,shopify,deny,manual,895.00,,TRUE,TRUE,,,,,,outputs\movado\listing\20260421_164623\images\bold-verso-s-3601392-html\processed\3601392_1.webp,1,BOLD Verso S_1,FALSE,,,,,Unisex,,,,,,https://www.movado.com/us/en/shop-watches/bold-verso-s-3601392.html,,,,adults,,,,,,,,,,,,,,,,,,,,,,unisex,,,,,,,,,,,g,,,draft
bold-verso-s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outputs\movado\listing\20260421_164623\images\bold-verso-s-3601392-html\processed\3601392_2.webp,2,BOLD Verso S_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bold-verso-s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outputs\movado\listing\20260421_164623\images\bold-verso-s-3601392-html\processed\3601392_3.webp,3,BOLD Verso S_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bold-verso-s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outputs\movado\listing\20260421_164623\images\bold-verso-s-3601392-html\processed\3601392_4.webp,4,BOLD Verso S_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bold-verso-s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outputs\movado\listing\20260421_164623\images\bold-verso-s-3601392-html\processed\3601392_5.webp,5,BOLD Verso S_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bold-verso-s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outputs\movado\listing\20260421_164623\images\bold-verso-s-3601392-html\processed\3601392_6.webp,6,BOLD Verso S_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bold-verso-s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outputs\movado\listing\20260421_164623\images\bold-verso-s-3601392-html\processed\3601392_7.webp,7,BOLD Verso S_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bold-verso-s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outputs\movado\listing\20260421_164623\images\bold-verso-s-3601392-html\processed\3601392_8.webp,8,BOLD Verso S_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bold-verso-s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outputs\movado\listing\20260421_164623\images\bold-verso-s-3601392-html\processed\3601392_9.webp,9,BOLD Verso S_9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bold-verso-s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outputs\movado\listing\20260421_164623\images\bold-verso-s-3601392-html\processed\3601392_10.webp,10,BOLD Verso S_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bold-verso-s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outputs\movado\listing\20260421_164623\images\bold-verso-s-3601392-html\processed\3601392_11.webp,11,BOLD Verso S_11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bold-verso-s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outputs\movado\listing\20260421_164623\images\bold-verso-s-3601392-html\processed\3601392_12.webp,12,BOLD Verso S_12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bold-verso-s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outputs\movado\listing\20260421_164623\images\bold-verso-s-3601392-html\processed\3601392_13.webp,13,BOLD Verso S_13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bold-verso-s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outputs\movado\listing\20260421_164623\images\bold-verso-s-3601392-html\processed\3601392_14.webp,14,BOLD Verso S_14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bold-verso-s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outputs\movado\listing\20260421_164623\images\bold-verso-s-3601392-html\processed\3601392_15.webp,15,BOLD Verso S_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bold-verso-s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outputs\movado\listing\20260421_164623\images\bold-verso-s-3601392-html\processed\3601392_16.webp,16,BOLD Verso S_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
